30, 30
19, 12, 2
19, 13, 1
19, 14, 1
19, 15, 1
19, 16, 1
19, 17, 1
19, 18, 2
19, 19, 2
19, 20, 2
19, 21, 1
19, 22, 3
19, 23, 2
19, 24, 3
19, 25, 3
19, 26, 3
19, 27, 1
19, 28, 1
19, 29, 2
20, 0, 1
20, 1, 3
20, 2, 2
20, 3, 1
20, 4, 3
20, 5, 3
20, 6, 1
20, 7, 3
20, 8, 2
20, 9, 3
20, 10, 3
20, 11, 1
20, 12, 3
20, 13, 2
20, 14, 2
20, 15, 1
20, 16, 1
20, 17, 3
20, 18, 3
20, 19, 3
20, 20, 1
20, 21, 2
20, 22, 2
20, 23, 3
20, 24, 2
20, 25, 3
20, 26, 3
20, 27, 1
20, 28, 2
20, 29, 1
21, 0, 1
21, 1, 2
21, 2, 3
21, 3, 3
21, 4, 3
21, 5, 3
21, 6, 3
21, 7, 3
21, 8, 3
21, 9, 2
21, 10, 1
21, 11, 1
21, 12, 1
21, 13, 1
21, 14, 1
21, 15, 2
21, 16, 1
21, 17, 2
21, 18, 3
21, 19, 2
21, 20, 1
21, 21, 3
21, 22, 2
21, 23, 1
21, 24, 3
21, 25, 3
21, 26, 3
21, 27, 3
21, 28, 1
21, 29, 1
22, 0, 1
22, 1, 3
22, 2, 1
22, 3, 3
22, 4, 1
22, 5, 2
22, 6, 1
22, 7, 2
22, 8, 2
22, 9, 3
22, 10, 1
22, 11, 2
22, 12, 2
22, 13, 2
22, 14, 2
22, 15, 3
22, 16, 3
22, 17, 2
22, 18, 1
22, 19, 2
22, 20, 2
22, 21, 3
22, 22, 3
22, 23, 3
22, 24, 2
22, 25, 3
22, 26, 2
22, 27, 2
22, 28, 1
22, 29, 3
23, 0, 1
23, 1, 3
23, 2, 2
23, 3, 2
23, 4, 2
23, 5, 3
23, 6, 1
23, 7, 2
23, 8, 2
23, 9, 3
23, 10, 2
23, 11, 1
23, 12, 2
23, 13, 1
23, 14, 1
23, 15, 2
23, 16, 3
23, 17, 2
23, 18, 3
23, 19, 1
23, 20, 2
23, 21, 2
23, 22, 3
23, 23, 1
23, 24, 1
23, 25, 2
23, 26, 2
23, 27, 3
23, 28, 1
23, 29, 3
24, 0, 1
24, 1, 3
24, 2, 3
24, 3, 2
24, 4, 2
24, 5, 3
24, 6, 2
24, 7, 3
24, 8, 2
24, 9, 3
24, 10, 3
24, 11, 2
24, 12, 3
24, 13, 3
24, 14, 2
24, 15, 2
24, 16, 2
24, 17, 2
24, 18, 3
24, 19, 2
24, 20, 3
24, 21, 1
24, 22, 1
24, 23, 1
24, 24, 2
24, 25, 1
24, 26, 3
24, 27, 2
24, 28, 1
24, 29, 1
25, 0, 2
25, 1, 3
25, 2, 1
25, 3, 1
25, 4, 3
25, 5, 3
25, 6, 1
25, 7, 3
25, 8, 3
25, 9, 3
25, 10, 1
25, 11, 2
25, 12, 1
25, 13, 3
25, 14, 3
25, 15, 3
25, 16, 1
25, 17, 3
25, 18, 2
25, 19, 1
25, 20, 2
25, 21, 3
25, 22, 3
25, 23, 1
25, 24, 2
25, 25, 3
25, 26, 2
25, 27, 1
25, 28, 3
25, 29, 2
26, 0, 2
26, 1, 3
26, 2, 1
26, 3, 3
26, 4, 3
26, 5, 1
26, 6, 1
26, 7, 1
26, 8, 1
26, 9, 3
26, 10, 3
26, 11, 1
26, 12, 1
26, 13, 2
26, 14, 2
26, 15, 3
26, 16, 2
26, 17, 2
26, 18, 1
26, 19, 1
26, 20, 3
26, 21, 3
26, 22, 2
26, 23, 2
26, 24, 2
26, 25, 3
26, 26, 3
26, 27, 2
26, 28, 1
26, 29, 2
27, 0, 3
27, 1, 2
27, 2, 1
27, 3, 3
27, 4, 3
27, 5, 2
27, 6, 1
27, 7, 1
27, 8, 2
27, 9, 2
27, 10, 3
27, 11, 2
27, 12, 1
27, 13, 2
27, 14, 2
27, 15, 1
27, 16, 3
27, 17, 3
27, 18, 1
27, 19, 3
27, 20, 1
27, 21, 3
27, 22, 1
27, 23, 1
27, 24, 3
27, 25, 3
27, 26, 1
27, 27, 3
27, 28, 2
27, 29, 3
28, 0, 2
28, 1, 3
28, 2, 2
28, 3, 1
28, 4, 2
28, 5, 3
28, 6, 1
28, 7, 1
28, 8, 1
28, 9, 2
28, 10, 1
28, 11, 2
28, 12, 1
28, 13, 1
28, 14, 1
28, 15, 3
28, 16, 1
28, 17, 1
28, 18, 2
28, 19, 2
28, 20, 2
28, 21, 1
28, 22, 1
28, 23, 2
28, 24, 2
28, 25, 1
28, 26, 1
28, 27, 3
28, 28, 1
28, 29, 1
29, 0, 3
29, 1, 2
29, 2, 3
29, 3, 1
29, 4, 2
29, 5, 3
29, 6, 3
29, 7, 2
29, 8, 3
29, 9, 1
29, 10, 1
29, 11, 2
29, 12, 1
29, 13, 2
29, 14, 1
29, 15, 2
29, 16, 3
29, 17, 1
29, 18, 1
29, 19, 3
29, 20, 3
29, 21, 2
29, 22, 2
29, 23, 2
29, 24, 2
29, 25, 1
29, 26, 2
29, 27, 1
29, 28, 1
29, 29, 2
